journal,issn,doi,url
Political Science Quarterly,0032-3195,10.1002/polq.12520,https://doi.org/10.1002/polq.12520
Human Rights Law Review,1461-7781,10.1093/hrlr/ngw014,https://doi.org/10.1093/hrlr/ngw014
Human Rights Law Review,1461-7781,10.1093/hrlr/ngaa007,https://doi.org/10.1093/hrlr/ngaa007
Foreign Policy Analysis,1743-8586,10.1111/fpa.12015,https://doi.org/10.1111/fpa.12015
Science and Public Policy,0302-3427,10.1093/scipol/scaa037,https://doi.org/10.1093/scipol/scaa037
Socio-Economic Review,1475-1461,10.1093/ser/mws010,https://doi.org/10.1093/ser/mws010
Parliamentary Affairs,0031-2290,10.1093/pa/gsw007,https://doi.org/10.1093/pa/gsw007
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijab042,https://doi.org/10.1093/ijtj/ijab042
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjac031,https://doi.org/10.1093/publius/pjac031
Public Opinion Quarterly,0033-362X,10.1093/poq/nfv051,https://doi.org/10.1093/poq/nfv051
International Studies Review,1521-9488,10.1111/j.1468-2486.2012.01085.x,https://doi.org/10.1111/j.1468-2486.2012.01085.x
International Political Sociology,1749-5679,10.1111/j.1749-5687.2011.00139.x,https://doi.org/10.1111/j.1749-5687.2011.00139.x
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2011.tb02161.x,https://doi.org/10.1002/j.1538-165x.2011.tb02161.x
Foreign Policy Analysis,1743-8586,10.1111/fpa.12051,https://doi.org/10.1111/fpa.12051
European Journal of International Law,0938-5428,10.1093/ejil/chad009,https://doi.org/10.1093/ejil/chad009
International Studies Quarterly,0020-8833,10.1093/isq/sqaa003,https://doi.org/10.1093/isq/sqaa003
European Journal of International Law,0938-5428,10.1093/ejil/chq047,https://doi.org/10.1093/ejil/chq047
International Affairs,0020-5850,10.1093/ia/iiae078,https://doi.org/10.1093/ia/iiae078
Human Rights Law Review,1461-7781,10.1093/hrlr/ngw008,https://doi.org/10.1093/hrlr/ngw008
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvaa021,https://doi.org/10.1093/ppmgov/gvaa021
International Affairs,0020-5850,10.1111/1468-2346.12491,https://doi.org/10.1111/1468-2346.12491
International Studies Quarterly,0020-8833,10.1111/isqu.12205,https://doi.org/10.1111/isqu.12205
International Studies Perspectives,1528-3577,10.1093/isp/ekv020,https://doi.org/10.1093/isp/ekv020
Political Science Quarterly,0032-3195,10.1002/polq.12268,https://doi.org/10.1002/polq.12268
Science and Public Policy,0302-3427,10.1093/scipol/scae009,https://doi.org/10.1093/scipol/scae009
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mux024,https://doi.org/10.1093/jopart/mux024
International Political Sociology,1749-5679,10.1093/ips/olad010,https://doi.org/10.1093/ips/olad010
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muq088,https://doi.org/10.1093/jopart/muq088
International Studies Quarterly,0020-8833,10.1111/isqu.12185,https://doi.org/10.1111/isqu.12185
Political Science Quarterly,0032-3195,10.1002/polq.12427,https://doi.org/10.1002/polq.12427
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edv045,https://doi.org/10.1093/ijpor/edv045
International Studies Perspectives,1528-3577,10.1111/insp.12103,https://doi.org/10.1111/insp.12103
International Studies Perspectives,1528-3577,10.1111/insp.12077,https://doi.org/10.1111/insp.12077
International Studies Review,1521-9488,10.1111/j.1468-2486.2010.00974.x,https://doi.org/10.1111/j.1468-2486.2010.00974.x
Public Opinion Quarterly,0033-362X,10.1093/poq/nfu005,https://doi.org/10.1093/poq/nfu005
Science and Public Policy,0302-3427,10.1093/scipol/scac082,https://doi.org/10.1093/scipol/scac082
Public Opinion Quarterly,0033-362X,10.1093/poq/nfy047,https://doi.org/10.1093/poq/nfy047
African Affairs,0001-9909,10.1093/afraf/ads033,https://doi.org/10.1093/afraf/ads033
African Affairs,0001-9909,10.1093/afraf/adq059,https://doi.org/10.1093/afraf/adq059
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjq025,https://doi.org/10.1093/publius/pjq025
International Affairs,0020-5850,10.1093/ia/iix001,https://doi.org/10.1093/ia/iix001
International Studies Quarterly,0020-8833,10.1111/isqu.12164,https://doi.org/10.1111/isqu.12164
European Journal of International Law,0938-5428,10.1093/ejil/chy025,https://doi.org/10.1093/ejil/chy025
International Affairs,0020-5850,10.1111/1468-2346.12612,https://doi.org/10.1111/1468-2346.12612
European Journal of International Law,0938-5428,10.1093/ejil/chq038,https://doi.org/10.1093/ejil/chq038
Political Science Quarterly,0032-3195,10.1002/polq.12977,https://doi.org/10.1002/polq.12977
Human Rights Law Review,1461-7781,10.1093/hrlr/ngx046,https://doi.org/10.1093/hrlr/ngx046
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edu001,https://doi.org/10.1093/ijpor/edu001
International Affairs,0020-5850,10.1093/ia/iiac042,https://doi.org/10.1093/ia/iiac042
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edv014,https://doi.org/10.1093/ijpor/edv014
European Journal of International Law,0938-5428,10.1093/ejil/chad047,https://doi.org/10.1093/ejil/chad047
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjx042,https://doi.org/10.1093/publius/pjx042
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edz016,https://doi.org/10.1093/ijpor/edz016
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muad003,https://doi.org/10.1093/jopart/muad003
Parliamentary Affairs,0031-2290,10.1093/pa/gsw011,https://doi.org/10.1093/pa/gsw011
Political Science Quarterly,0032-3195,10.1002/polq.12758,https://doi.org/10.1002/polq.12758
Public Opinion Quarterly,0033-362X,10.1093/poq/nfae011,https://doi.org/10.1093/poq/nfae011
International Studies Review,1521-9488,10.1093/isr/viz067,https://doi.org/10.1093/isr/viz067
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muaa026,https://doi.org/10.1093/jopart/muaa026
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pju023,https://doi.org/10.1093/publius/pju023
Parliamentary Affairs,0031-2290,10.1093/pa/gsaa064,https://doi.org/10.1093/pa/gsaa064
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjad011,https://doi.org/10.1093/publius/pjad011
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2010.tb02010.x,https://doi.org/10.1002/j.1538-165x.2010.tb02010.x
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edy010,https://doi.org/10.1093/ijpor/edy010
Political Science Quarterly,0032-3195,10.1093/psquar/qqad051,https://doi.org/10.1093/psquar/qqad051
International Affairs,0020-5850,10.1093/ia/iix006,https://doi.org/10.1093/ia/iix006
Human Rights Law Review,1461-7781,10.1093/hrlr/ngx017,https://doi.org/10.1093/hrlr/ngx017
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijr035,https://doi.org/10.1093/ijtj/ijr035
Parliamentary Affairs,0031-2290,10.1093/pa/gsab034,https://doi.org/10.1093/pa/gsab034
African Affairs,0001-9909,10.1093/afraf/adq077,https://doi.org/10.1093/afraf/adq077
Political Science Quarterly,0032-3195,10.1002/polq.12305,https://doi.org/10.1002/polq.12305
International Affairs,0020-5850,10.1093/ia/iiz227,https://doi.org/10.1093/ia/iiz227
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edz022,https://doi.org/10.1093/ijpor/edz022
Political Science Quarterly,0032-3195,10.1002/polq.13062,https://doi.org/10.1002/polq.13062
International Studies Quarterly,0020-8833,10.1093/isq/sqac040,https://doi.org/10.1093/isq/sqac040
International Political Sociology,1749-5679,10.1111/j.1749-5687.2010.00100_5.x,https://doi.org/10.1111/j.1749-5687.2010.00100_5.x
Political Science Quarterly,0032-3195,10.1002/polq.12010,https://doi.org/10.1002/polq.12010
International Studies Perspectives,1528-3577,10.1093/isp/ekac002,https://doi.org/10.1093/isp/ekac002
Human Rights Law Review,1461-7781,10.1093/hrlr/ngac003,https://doi.org/10.1093/hrlr/ngac003
Parliamentary Affairs,0031-2290,10.1093/pa/gsu025,https://doi.org/10.1093/pa/gsu025
Parliamentary Affairs,0031-2290,10.1093/pa/gsr040,https://doi.org/10.1093/pa/gsr040
International Affairs,0020-5850,10.1093/ia/iiaa037,https://doi.org/10.1093/ia/iiaa037
Parliamentary Affairs,0031-2290,10.1093/pa/gst009,https://doi.org/10.1093/pa/gst009
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijy002,https://doi.org/10.1093/ijtj/ijy002
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mut062,https://doi.org/10.1093/jopart/mut062
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2012.tb00721.x,https://doi.org/10.1002/j.1538-165x.2012.tb00721.x
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijae039,https://doi.org/10.1093/ijtj/ijae039
International Affairs,0020-5850,10.1093/ia/iiae152,https://doi.org/10.1093/ia/iiae152
International Affairs,0020-5850,10.1111/1468-2346.12056,https://doi.org/10.1111/1468-2346.12056
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy039,https://doi.org/10.1093/jopart/muy039
European Journal of International Law,0938-5428,10.1093/ejil/chq056,https://doi.org/10.1093/ejil/chq056
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2012.tb00720.x,https://doi.org/10.1002/j.1538-165x.2012.tb00720.x
International Affairs,0020-5850,10.1111/1468-2346.12010,https://doi.org/10.1111/1468-2346.12010
International Affairs,0020-5850,10.1093/ia/iiab034,https://doi.org/10.1093/ia/iiab034
International Affairs,0020-5850,10.1093/ia/iiae139,https://doi.org/10.1093/ia/iiae139
International Affairs,0020-5850,10.1111/1468-2346.12193,https://doi.org/10.1111/1468-2346.12193
International Studies Quarterly,0020-8833,10.1093/isq/sqx079,https://doi.org/10.1093/isq/sqx079
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mut045,https://doi.org/10.1093/jopart/mut045
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edr032,https://doi.org/10.1093/ijpor/edr032
International Affairs,0020-5850,10.1111/1468-2346.12488,https://doi.org/10.1111/1468-2346.12488
International Affairs,0020-5850,10.1093/ia/iiad277,https://doi.org/10.1093/ia/iiad277
International Studies Quarterly,0020-8833,10.1111/isqu.12122,https://doi.org/10.1111/isqu.12122
African Affairs,0001-9909,10.1093/afraf/adv045,https://doi.org/10.1093/afraf/adv045
European Journal of International Law,0938-5428,10.1093/ejil/chu003,https://doi.org/10.1093/ejil/chu003
Political Science Quarterly,0032-3195,10.1093/psquar/qqac025,https://doi.org/10.1093/psquar/qqac025
Political Science Quarterly,0032-3195,10.1002/polq.12930,https://doi.org/10.1002/polq.12930
Science and Public Policy,0302-3427,10.1093/scipol/scy020,https://doi.org/10.1093/scipol/scy020
Science and Public Policy,0302-3427,10.1093/scipol/scae094,https://doi.org/10.1093/scipol/scae094
European Journal of International Law,0938-5428,10.1093/ejil/chx019,https://doi.org/10.1093/ejil/chx019
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijw028,https://doi.org/10.1093/ijtj/ijw028
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poq019,https://doi.org/10.1093/cjip/poq019
International Affairs,0020-5850,10.1093/ia/iix169,https://doi.org/10.1093/ia/iix169
International Studies Quarterly,0020-8833,10.1093/isq/sqac032,https://doi.org/10.1093/isq/sqac032
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijv018,https://doi.org/10.1093/ijtj/ijv018
International Affairs,0020-5850,10.1093/ia/iiac053,https://doi.org/10.1093/ia/iiac053
Public Opinion Quarterly,0033-362X,10.1093/poq/nfz047,https://doi.org/10.1093/poq/nfz047
Parliamentary Affairs,0031-2290,10.1093/pa/gsab010,https://doi.org/10.1093/pa/gsab010
European Journal of International Law,0938-5428,10.1093/ejil/chac011,https://doi.org/10.1093/ejil/chac011
Science and Public Policy,0302-3427,10.1093/scipol/scx059,https://doi.org/10.1093/scipol/scx059
Public Opinion Quarterly,0033-362X,10.1093/poq/nfaa043,https://doi.org/10.1093/poq/nfaa043
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjy020,https://doi.org/10.1093/publius/pjy020
International Affairs,0020-5850,10.1111/1468-2346.12036,https://doi.org/10.1111/1468-2346.12036
Science and Public Policy,0302-3427,10.1093/scipol/scx010,https://doi.org/10.1093/scipol/scx010
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2009.00587.x,https://doi.org/10.1111/j.1468-2478.2009.00587.x
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvaa012,https://doi.org/10.1093/ppmgov/gvaa012
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvab012,https://doi.org/10.1093/ppmgov/gvab012
International Affairs,0020-5850,10.1093/ia/iiae213,https://doi.org/10.1093/ia/iiae213
European Journal of International Law,0938-5428,10.1093/ejil/chq032,https://doi.org/10.1093/ejil/chq032
Human Rights Law Review,1461-7781,10.1093/hrlr/ngac031,https://doi.org/10.1093/hrlr/ngac031
European Journal of International Law,0938-5428,10.1093/ejil/chad022,https://doi.org/10.1093/ejil/chad022
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2012.tb02224.x,https://doi.org/10.1002/j.1538-165x.2012.tb02224.x
International Affairs,0020-5850,10.1093/ia/iiad196,https://doi.org/10.1093/ia/iiad196
Political Science Quarterly,0032-3195,10.1093/psquar/qqae049,https://doi.org/10.1093/psquar/qqae049
Public Opinion Quarterly,0033-362X,10.1093/poq/nfab061,https://doi.org/10.1093/poq/nfab061
Political Science Quarterly,0032-3195,10.1002/polq.13146,https://doi.org/10.1002/polq.13146
Political Science Quarterly,0032-3195,10.1002/polq.12087,https://doi.org/10.1002/polq.12087
International Affairs,0020-5850,10.1111/1468-2346.12222,https://doi.org/10.1111/1468-2346.12222
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2012.tb01127.x,https://doi.org/10.1002/j.1538-165x.2012.tb01127.x
International Political Sociology,1749-5679,10.1111/j.1749-5687.2011.00126.x,https://doi.org/10.1111/j.1749-5687.2011.00126.x
African Affairs,0001-9909,10.1093/afraf/adae002,https://doi.org/10.1093/afraf/adae002
International Studies Review,1521-9488,10.1093/isr/viae013,https://doi.org/10.1093/isr/viae013
International Studies Perspectives,1528-3577,10.1093/isp/ekx016,https://doi.org/10.1093/isp/ekx016
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muq017,https://doi.org/10.1093/jopart/muq017
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijx027,https://doi.org/10.1093/ijtj/ijx027
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijt008,https://doi.org/10.1093/ijtj/ijt008
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy004,https://doi.org/10.1093/hrlr/ngy004
International Studies Review,1521-9488,10.1093/isr/viad027,https://doi.org/10.1093/isr/viad027
Public Opinion Quarterly,0033-362X,10.1093/poq/nfq067,https://doi.org/10.1093/poq/nfq067
International Studies Quarterly,0020-8833,10.1111/isqu.12160,https://doi.org/10.1111/isqu.12160
African Affairs,0001-9909,10.1093/afraf/adt077,https://doi.org/10.1093/afraf/adt077
International Studies Quarterly,0020-8833,10.1093/isq/sqw025,https://doi.org/10.1093/isq/sqw025
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muz016,https://doi.org/10.1093/jopart/muz016
International Affairs,0020-5850,10.1111/1468-2346.12684,https://doi.org/10.1111/1468-2346.12684
African Affairs,0001-9909,10.1093/afraf/adab018,https://doi.org/10.1093/afraf/adab018
Parliamentary Affairs,0031-2290,10.1093/pa/gsu001,https://doi.org/10.1093/pa/gsu001
Political Science Quarterly,0032-3195,10.1093/psquar/qqae047,https://doi.org/10.1093/psquar/qqae047
European Journal of International Law,0938-5428,10.1093/ejil/chz058,https://doi.org/10.1093/ejil/chz058
Socio-Economic Review,1475-1461,10.1093/ser/mwae056,https://doi.org/10.1093/ser/mwae056
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mur028,https://doi.org/10.1093/jopart/mur028
Chinese Journal of International Politics,1750-8916,10.1093/cjip/pot018,https://doi.org/10.1093/cjip/pot018
European Journal of International Law,0938-5428,10.1093/ejil/chac057,https://doi.org/10.1093/ejil/chac057
African Affairs,0001-9909,10.1093/afraf/adr031,https://doi.org/10.1093/afraf/adr031
International Studies Review,1521-9488,10.1093/isr/viaa061,https://doi.org/10.1093/isr/viaa061
Human Rights Law Review,1461-7781,10.1093/hrlr/ngq013,https://doi.org/10.1093/hrlr/ngq013
Science and Public Policy,0302-3427,10.1093/scipol/sct018,https://doi.org/10.1093/scipol/sct018
Public Opinion Quarterly,0033-362X,10.1093/poq/nfx006,https://doi.org/10.1093/poq/nfx006
International Studies Quarterly,0020-8833,10.1111/isqu.12029,https://doi.org/10.1111/isqu.12029
International Affairs,0020-5850,10.1111/1468-2346.12480,https://doi.org/10.1111/1468-2346.12480
Science and Public Policy,0302-3427,10.1093/scipol/scae038,https://doi.org/10.1093/scipol/scae038
European Journal of International Law,0938-5428,10.1093/ejil/chw064,https://doi.org/10.1093/ejil/chw064
Parliamentary Affairs,0031-2290,10.1093/pa/gss035,https://doi.org/10.1093/pa/gss035
Science and Public Policy,0302-3427,10.1093/scipol/scz056,https://doi.org/10.1093/scipol/scz056
Science and Public Policy,0302-3427,10.1093/scipol/scw034,https://doi.org/10.1093/scipol/scw034
International Affairs,0020-5850,10.1093/ia/iiy233,https://doi.org/10.1093/ia/iiy233
International Affairs,0020-5850,10.1093/ia/iiz108,https://doi.org/10.1093/ia/iiz108
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijz031,https://doi.org/10.1093/ijtj/ijz031
International Studies Quarterly,0020-8833,10.1111/isqu.12109,https://doi.org/10.1111/isqu.12109
Political Science Quarterly,0032-3195,10.1093/psquar/qqae004,https://doi.org/10.1093/psquar/qqae004
Political Science Quarterly,0032-3195,10.1002/polq.12327,https://doi.org/10.1002/polq.12327
International Affairs,0020-5850,10.1093/ia/iiad199,https://doi.org/10.1093/ia/iiad199
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2011.tb02213.x,https://doi.org/10.1002/j.1538-165x.2011.tb02213.x
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muab026,https://doi.org/10.1093/jopart/muab026
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2011.tb02217.x,https://doi.org/10.1002/j.1538-165x.2011.tb02217.x
International Studies Review,1521-9488,10.1111/j.1468-2486.2010.01000.x,https://doi.org/10.1111/j.1468-2486.2010.01000.x
International Affairs,0020-5850,10.1093/ia/iiw037,https://doi.org/10.1093/ia/iiw037
Political Science Quarterly,0032-3195,10.1002/polq.12741,https://doi.org/10.1002/polq.12741
International Studies Review,1521-9488,10.1111/j.1468-2486.2010.00948.x,https://doi.org/10.1111/j.1468-2486.2010.00948.x
European Journal of International Law,0938-5428,10.1093/ejil/chu069,https://doi.org/10.1093/ejil/chu069
International Political Sociology,1749-5679,10.1111/ips.12065,https://doi.org/10.1111/ips.12065
Science and Public Policy,0302-3427,10.1093/scipol/scad018,https://doi.org/10.1093/scipol/scad018
International Political Sociology,1749-5679,10.1093/ips/olw022,https://doi.org/10.1093/ips/olw022
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu043,https://doi.org/10.1093/jopart/muu043
International Affairs,0020-5850,10.1093/ia/iix172,https://doi.org/10.1093/ia/iix172
International Studies Review,1521-9488,10.1093/isr/viz024,https://doi.org/10.1093/isr/viz024
African Affairs,0001-9909,10.1093/afraf/adv015,https://doi.org/10.1093/afraf/adv015
International Studies Review,1521-9488,10.1111/misr.12131,https://doi.org/10.1111/misr.12131
European Journal of International Law,0938-5428,10.1093/ejil/chu041,https://doi.org/10.1093/ejil/chu041
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijaa020,https://doi.org/10.1093/ijtj/ijaa020
Foreign Policy Analysis,1743-8586,10.1111/j.1743-8594.2010.00108.x,https://doi.org/10.1111/j.1743-8594.2010.00108.x
International Affairs,0020-5850,10.1093/ia/iiab240,https://doi.org/10.1093/ia/iiab240
International Affairs,0020-5850,10.1093/ia/iiaa123,https://doi.org/10.1093/ia/iiaa123
International Studies Review,1521-9488,10.1093/isr/viz050,https://doi.org/10.1093/isr/viz050
European Journal of International Law,0938-5428,10.1093/ejil/chv027,https://doi.org/10.1093/ejil/chv027
Political Science Quarterly,0032-3195,10.1002/polq.13000,https://doi.org/10.1002/polq.13000
European Journal of International Law,0938-5428,10.1093/ejil/chae046,https://doi.org/10.1093/ejil/chae046
International Studies Quarterly,0020-8833,10.1093/isq/sqac046,https://doi.org/10.1093/isq/sqac046
Parliamentary Affairs,0031-2290,10.1093/pa/gsr059,https://doi.org/10.1093/pa/gsr059
Science and Public Policy,0302-3427,10.1093/scipol/scs004,https://doi.org/10.1093/scipol/scs004
Science and Public Policy,0302-3427,10.1093/scipol/sct065,https://doi.org/10.1093/scipol/sct065
International Affairs,0020-5850,10.1093/ia/iiac088,https://doi.org/10.1093/ia/iiac088
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edy035,https://doi.org/10.1093/ijpor/edy035
International Affairs,0020-5850,10.1093/ia/iiac003,https://doi.org/10.1093/ia/iiac003
International Studies Review,1521-9488,10.1093/isr/viac051,https://doi.org/10.1093/isr/viac051
Political Science Quarterly,0032-3195,10.1002/polq.13195,https://doi.org/10.1002/polq.13195
International Affairs,0020-5850,10.1093/ia/iiw022,https://doi.org/10.1093/ia/iiw022
Socio-Economic Review,1475-1461,10.1093/ser/mwae076,https://doi.org/10.1093/ser/mwae076
International Studies Review,1521-9488,10.1093/isr/viz069,https://doi.org/10.1093/isr/viz069
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjab028,https://doi.org/10.1093/publius/pjab028
International Affairs,0020-5850,10.1111/j.1468-2346.2012.01133.x,https://doi.org/10.1111/j.1468-2346.2012.01133.x
European Journal of International Law,0938-5428,10.1093/ejil/chu083,https://doi.org/10.1093/ejil/chu083
Political Science Quarterly,0032-3195,10.1002/polq.12976,https://doi.org/10.1002/polq.12976
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2012.tb02292.x,https://doi.org/10.1002/j.1538-165x.2012.tb02292.x
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy013,https://doi.org/10.1093/hrlr/ngy013
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjw030,https://doi.org/10.1093/publius/pjw030
International Affairs,0020-5850,10.1093/ia/iiab188,https://doi.org/10.1093/ia/iiab188
Socio-Economic Review,1475-1461,10.1093/ser/mwz009,https://doi.org/10.1093/ser/mwz009
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjaa016,https://doi.org/10.1093/publius/pjaa016
Human Rights Law Review,1461-7781,10.1093/hrlr/ngad027,https://doi.org/10.1093/hrlr/ngad027
Parliamentary Affairs,0031-2290,10.1093/pa/gsab035,https://doi.org/10.1093/pa/gsab035
International Affairs,0020-5850,10.1093/ia/iiy213,https://doi.org/10.1093/ia/iiy213
Parliamentary Affairs,0031-2290,10.1093/pa/gsv057,https://doi.org/10.1093/pa/gsv057
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijaa002,https://doi.org/10.1093/ijtj/ijaa002
Political Science Quarterly,0032-3195,10.1002/polq.13085,https://doi.org/10.1002/polq.13085
Political Science Quarterly,0032-3195,10.1002/polq.12946,https://doi.org/10.1002/polq.12946
International Affairs,0020-5850,10.1093/ia/iiz062,https://doi.org/10.1093/ia/iiz062
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poae003,https://doi.org/10.1093/cjip/poae003
Science and Public Policy,0302-3427,10.1093/scipol/scab075,https://doi.org/10.1093/scipol/scab075
International Affairs,0020-5850,10.1093/ia/iiy109,https://doi.org/10.1093/ia/iiy109
Policy and Society,1449-4035,10.1080/14494035.2017.1361631,https://doi.org/10.1080/14494035.2017.1361631
African Affairs,0001-9909,10.1093/afraf/adt051,https://doi.org/10.1093/afraf/adt051
International Affairs,0020-5850,10.1093/ia/iiac307,https://doi.org/10.1093/ia/iiac307
International Affairs,0020-5850,10.1093/ia/iiy106,https://doi.org/10.1093/ia/iiy106
International Political Sociology,1749-5679,10.1111/j.1749-5687.2011.00145_5.x,https://doi.org/10.1111/j.1749-5687.2011.00145_5.x
Political Science Quarterly,0032-3195,10.1093/psquar/qqad073,https://doi.org/10.1093/psquar/qqad073
International Affairs,0020-5850,10.1093/ia/iiz131,https://doi.org/10.1093/ia/iiz131
Foreign Policy Analysis,1743-8586,10.1093/fpa/orab035,https://doi.org/10.1093/fpa/orab035
Public Opinion Quarterly,0033-362X,10.1093/poq/nfr050,https://doi.org/10.1093/poq/nfr050
European Journal of International Law,0938-5428,10.1093/ejil/chv068,https://doi.org/10.1093/ejil/chv068
Science and Public Policy,0302-3427,10.1093/scipol/scab048,https://doi.org/10.1093/scipol/scab048
Political Science Quarterly,0032-3195,10.1002/polq.13025,https://doi.org/10.1002/polq.13025
Science and Public Policy,0302-3427,10.1093/scipol/scab071,https://doi.org/10.1093/scipol/scab071
Policy and Society,1449-4035,10.1093/polsoc/puab016,https://doi.org/10.1093/polsoc/puab016
Socio-Economic Review,1475-1461,10.1093/ser/mwy001,https://doi.org/10.1093/ser/mwy001
International Studies Review,1521-9488,10.1093/isr/viac047,https://doi.org/10.1093/isr/viac047
International Studies Quarterly,0020-8833,10.1093/isq/sqac007,https://doi.org/10.1093/isq/sqac007
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muq066,https://doi.org/10.1093/jopart/muq066
Policy and Society,1449-4035,10.1016/j.polsoc.2011.07.003,https://doi.org/10.1016/j.polsoc.2011.07.003
International Affairs,0020-5850,10.1111/1468-2346.12007,https://doi.org/10.1111/1468-2346.12007
Science and Public Policy,0302-3427,10.1093/scipol/scs103,https://doi.org/10.1093/scipol/scs103
European Journal of International Law,0938-5428,10.1093/ejil/chv023,https://doi.org/10.1093/ejil/chv023
International Affairs,0020-5850,10.1093/ia/iiy091,https://doi.org/10.1093/ia/iiy091
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edw033,https://doi.org/10.1093/ijpor/edw033
European Journal of International Law,0938-5428,10.1093/ejil/chr039,https://doi.org/10.1093/ejil/chr039
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edx020,https://doi.org/10.1093/ijpor/edx020
European Journal of International Law,0938-5428,10.1093/ejil/chr097,https://doi.org/10.1093/ejil/chr097
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy033,https://doi.org/10.1093/hrlr/ngy033
International Affairs,0020-5850,10.1111/1468-2346.12118,https://doi.org/10.1111/1468-2346.12118
International Studies Quarterly,0020-8833,10.1111/isqu.12018,https://doi.org/10.1111/isqu.12018
Socio-Economic Review,1475-1461,10.1093/ser/mwz035,https://doi.org/10.1093/ser/mwz035
International Affairs,0020-5850,10.1093/ia/iiy226,https://doi.org/10.1093/ia/iiy226
International Studies Quarterly,0020-8833,10.1093/isq/sqx018,https://doi.org/10.1093/isq/sqx018
Political Science Quarterly,0032-3195,10.1002/polq.12521,https://doi.org/10.1002/polq.12521
International Studies Review,1521-9488,10.1093/isr/viad009,https://doi.org/10.1093/isr/viad009
International Studies Quarterly,0020-8833,10.1111/isqu.12200,https://doi.org/10.1111/isqu.12200
Public Opinion Quarterly,0033-362X,10.1093/poq/nfad020,https://doi.org/10.1093/poq/nfad020
International Affairs,0020-5850,10.1093/ia/iiac105,https://doi.org/10.1093/ia/iiac105
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijaa031,https://doi.org/10.1093/ijtj/ijaa031
International Studies Review,1521-9488,10.1111/j.1468-2486.2009.00914.x,https://doi.org/10.1111/j.1468-2486.2009.00914.x
